Red,Green,Blue,Gray,Index,Intensity,Temperature,Depth
246,188,0,0,6,184,6.3194,0.75
251,3,249,3,12,105,11.739,3
255,0,228,0,12,102,11.739,2.25
255,1,95,1,23,88,21.674,2
250,120,0,0,16,145,15.352,0.75
255,0,249,0,12,105,11.739,3
250,3,182,3,24,97,22.577,2.25
253,0,20,0,14,78,13.545,2
244,192,0,0,6,186,6.3194,0.75
250,2,246,2,12,104,11.739,3
254,0,221,0,12,101,11.739,2.25
250,3,94,3,23,87,21.674,2
255,130,7,7,31,153,28.9,0.75
255,0,243,0,12,104,11.739,3
255,0,190,0,25,98,23.481,2.25
253,0,21,0,14,78,13.545,2
254,200,3,3,6,194,6.3194,0.75
250,2,246,2,12,104,11.739,3
255,1,227,1,12,103,11.739,2.25
254,1,92,1,24,87,22.577,2
255,130,8,8,30,153,27.997,0.75
255,0,247,0,12,104,11.739,3
254,0,192,0,24,98,22.577,2.25
249,2,13,2,14,77,13.545,2
255,201,5,5,22,195,20.771,0.75
251,3,249,3,12,105,11.739,3
255,1,227,1,12,103,11.739,2.25
255,0,92,0,23,87,21.674,2
255,130,7,7,29,153,27.094,0.75
255,0,249,0,12,105,11.739,3
255,0,187,0,25,98,23.481,2.25
252,0,15,0,24,77,22.577,2
251,203,7,7,6,195,6.3194,0.75
251,1,249,1,12,104,11.739,3
255,2,217,2,25,102,23.481,2.25
255,1,89,1,23,87,21.674,2
255,130,10,10,30,154,27.997,0.75
255,2,240,2,12,105,11.739,3
251,0,185,0,24,96,22.577,2.25
253,0,21,0,14,78,13.545,2
249,192,0,0,6,187,6.3194,0.75
250,2,248,2,12,104,11.739,3
255,1,225,1,12,102,11.739,2.25
251,3,97,3,23,88,21.674,2
255,126,6,6,16,151,15.352,0.75
255,0,243,0,11,104,10.835,3
255,0,191,0,23,98,21.674,2.25
253,0,21,0,4,78,4.5129,2
252,197,6,6,7,192,7.2226,0.75
251,1,246,1,11,104,10.835,3
253,0,220,0,11,101,10.835,2.25
255,1,95,1,26,88,24.384,2
253,125,2,2,16,149,15.352,0.75
255,0,247,0,12,104,11.739,3
253,0,193,0,24,98,22.577,2.25
254,0,20,0,14,78,13.545,2
252,195,2,2,6,190,6.3194,0.75
250,2,248,2,12,104,11.739,3
254,0,223,0,12,101,11.739,2.25
250,0,90,0,23,85,21.674,2
250,124,3,3,29,148,27.094,0.75
255,0,241,0,22,104,20.771,3
255,0,247,0,22,104,20.771,2.25
253,0,255,0,22,105,20.771,2
252,4,114,4,2,91,2.7065,0.75
253,1,78,1,18,85,17.158,3
249,10,3,3,26,81,24.384,2.25
255,2,20,2,31,80,28.9,2
249,1,2,1,0,75,0.9,0.75
255,2,241,2,12,105,11.739,3
255,0,190,0,24,98,22.577,2.25
255,0,16,0,14,78,13.545,2
252,202,9,9,22,195,20.771,0.75
250,2,248,2,12,104,11.739,3
255,1,227,1,12,103,11.739,2.25
255,1,91,1,23,87,21.674,2
250,120,0,0,16,145,15.352,0.75
255,1,243,1,11,105,10.835,3
254,0,191,0,25,98,23.481,2.25
252,0,23,0,4,78,4.5129,2
248,194,0,0,7,188,7.2226,0.75
250,2,248,2,11,104,10.835,3
254,0,221,0,11,101,10.835,2.25
255,0,92,0,2,87,2.7065,2
255,130,11,11,31,154,28.9,0.75
255,0,245,0,12,104,11.739,3
255,0,193,0,24,98,22.577,2.25
255,0,22,0,14,79,13.545,2
246,197,0,0,22,189,20.771,0.75
250,3,244,3,12,104,11.739,3
255,0,224,0,12,102,11.739,2.25
255,0,96,0,23,87,21.674,2
248,119,0,0,16,144,15.352,0.75
255,0,243,0,12,104,11.739,3
254,0,193,0,24,98,22.577,2.25
252,0,25,0,15,78,14.448,2
255,200,7,7,6,194,6.3194,0.75
250,2,248,2,12,104,11.739,3
255,2,230,2,12,104,11.739,2.25
252,5,96,5,23,89,21.674,2
255,133,13,13,29,156,27.094,0.75
255,1,243,1,12,105,11.739,3
255,0,191,0,24,98,22.577,2.25
253,0,21,0,14,78,13.545,2
243,188,0,0,6,183,6.3194,0.75
250,2,248,2,12,104,11.739,3
254,0,221,0,24,101,22.577,2.25
250,3,92,3,23,87,21.674,2
255,132,11,11,28,155,26.19,0.75
255,0,245,0,11,104,10.835,3
253,0,186,0,23,97,21.674,2.25
249,0,20,0,4,77,4.5129,2
255,199,4,4,7,194,7.2226,0.75
251,4,245,4,11,105,10.835,3
255,2,230,2,11,104,10.835,2.25
255,0,95,0,2,87,2.7065,2
255,129,9,9,29,153,27.094,0.75
255,0,243,0,12,104,11.739,3
255,0,180,0,25,97,23.481,2.25
253,0,20,0,14,78,13.545,2
249,200,1,1,22,192,20.771,0.75
250,2,248,2,12,104,11.739,3
255,1,227,1,12,103,11.739,2.25
255,1,93,1,23,87,21.674,2
252,124,1,1,16,148,15.352,0.75
255,0,249,0,12,105,11.739,3
253,0,192,0,25,98,23.481,2.25
254,1,19,1,15,79,14.448,2
253,199,5,5,21,193,19.868,0.75
251,3,249,3,12,105,11.739,3
255,0,226,0,12,102,11.739,2.25
255,0,92,0,23,87,21.674,2
255,134,12,12,31,156,28.9,0.75
255,0,245,0,12,104,11.739,3
255,0,177,0,25,96,23.481,2.25
253,0,20,0,13,78,12.642,2
255,204,10,10,22,197,20.771,0.75
252,2,247,2,12,105,11.739,3
255,1,221,1,12,102,11.739,2.25
255,1,89,1,24,87,22.577,2
251,127,3,3,16,150,15.352,0.75
255,2,243,2,11,105,10.835,3
253,0,192,0,23,98,21.674,2.25
252,0,24,0,4,78,4.5129,2
255,200,9,9,7,195,7.2226,0.75
250,3,244,3,11,104,10.835,3
254,0,221,0,11,101,10.835,2.25
251,4,93,4,2,88,2.7065,2
255,132,11,11,30,155,27.997,0.75
255,0,245,0,22,104,20.771,3
255,3,233,3,22,105,20.771,2.25
253,1,255,1,22,105,20.771,2
252,5,110,5,2,91,2.7065,0.75
255,3,80,3,18,87,17.158,3
241,2,0,0,0,73,0.9,2.25
255,2,20,2,31,80,28.9,2
249,3,6,3,31,77,28.9,0.75
255,0,243,0,12,104,11.739,3
255,0,184,0,24,97,22.577,2.25
252,0,23,0,15,78,14.448,2
255,208,14,14,22,200,20.771,0.75
250,3,244,3,12,104,11.739,3
254,0,220,0,12,101,11.739,2.25
253,3,93,3,23,88,21.674,2
249,119,0,0,28,144,26.19,0.75
255,0,247,0,11,104,10.835,3
255,1,187,1,25,98,23.481,2.25
253,0,20,0,23,78,21.674,2
250,196,0,0,7,190,7.2226,0.75
250,3,244,3,11,104,10.835,3
255,0,228,0,11,102,10.835,2.25
252,5,94,5,26,89,24.384,2
255,129,10,10,31,153,28.9,0.75
255,0,245,0,12,104,11.739,3
255,0,187,0,25,98,23.481,2.25
254,1,19,1,14,79,13.545,2
249,199,4,4,22,192,20.771,0.75
251,3,247,3,12,105,11.739,3
255,1,227,1,12,103,11.739,2.25
255,1,89,1,23,87,21.674,2
255,129,9,9,29,153,27.094,0.75
255,0,243,0,13,104,12.642,3
253,0,191,0,5,97,5.4161,2.25
250,3,14,3,0,78,0.9,2
255,204,4,4,21,196,19.868,0.75
250,2,246,2,13,104,12.642,3
255,2,228,2,13,103,12.642,2.25
252,2,92,2,2,87,2.7065,2
254,125,5,5,31,150,28.9,0.75
255,0,249,0,11,105,10.835,3
254,0,181,0,24,97,22.577,2.25
252,0,17,0,23,77,21.674,2
255,201,7,7,21,195,19.868,0.75
251,3,249,3,11,105,10.835,3
255,2,223,2,11,103,10.835,2.25
255,1,93,1,2,87,2.7065,2
255,138,17,17,8,159,8.1258,0.75
255,1,245,1,11,105,10.835,3
254,2,183,2,24,98,22.577,2.25
254,2,15,2,25,79,23.481,2
255,205,12,12,20,198,18.965,0.75
251,3,249,3,11,105,10.835,3
254,0,221,0,24,101,22.577,2.25
251,4,95,4,27,88,25.287,2
253,124,4,4,16,149,15.352,0.75
255,1,241,1,13,104,12.642,3
255,0,191,0,31,98,28.9,2.25
250,1,21,1,4,78,4.5129,2
238,183,0,0,7,179,7.2226,0.75
251,4,245,4,13,105,12.642,3
252,1,226,1,13,102,12.642,2.25
253,2,95,2,27,88,25.287,2
255,128,9,9,29,152,27.094,0.75
255,2,243,2,11,105,10.835,3
254,0,194,0,23,98,21.674,2.25
250,0,28,0,4,78,4.5129,2
255,203,6,6,21,196,19.868,0.75
249,2,243,2,11,103,10.835,3
255,3,228,3,11,104,10.835,2.25
255,1,95,1,25,88,23.481,2
254,125,8,8,29,150,27.094,0.75
255,1,240,1,11,104,10.835,3
253,0,183,0,24,96,22.577,2.25
251,2,22,2,4,79,4.5129,2
253,196,1,1,7,191,7.2226,0.75
252,4,248,4,11,106,10.835,3
255,0,224,0,11,102,10.835,2.25
250,3,94,3,2,87,2.7065,2
255,132,14,14,30,155,27.997,0.75
255,1,247,1,11,105,10.835,3
254,0,193,0,23,98,21.674,2.25
251,0,20,0,25,77,23.481,2
255,200,7,7,21,194,19.868,0.75
251,4,245,4,11,105,10.835,3
255,2,230,2,11,104,10.835,2.25
252,5,96,5,2,89,2.7065,2
255,123,5,5,16,149,15.352,0.75
255,0,245,0,22,104,20.771,3
254,2,247,2,22,105,20.771,2.25
254,2,255,2,22,106,20.771,2
251,6,107,6,20,91,18.965,0.75
255,2,85,2,20,87,18.965,3
242,4,0,0,0,75,0.9,2.25
255,1,19,1,31,79,28.9,2
251,3,4,3,0,77,0.9,0.75
254,2,243,2,11,105,10.835,3
255,0,191,0,23,98,21.674,2.25
254,1,22,1,4,79,4.5129,2
245,187,0,0,7,183,7.2226,0.75
250,2,246,2,11,104,10.835,3
252,2,222,2,11,102,10.835,2.25
255,0,97,0,2,87,2.7065,2
255,121,8,8,16,148,15.352,0.75
255,1,241,1,11,104,10.835,3
253,0,191,0,24,97,22.577,2.25
250,1,23,1,4,78,4.5129,2
249,192,0,0,7,187,7.2226,0.75
250,2,248,2,11,104,10.835,3
254,0,223,0,11,101,10.835,2.25
255,0,92,0,2,87,2.7065,2
255,131,12,12,29,154,27.094,0.75
255,1,241,1,11,104,10.835,3
254,2,183,2,23,98,21.674,2.25
252,3,23,3,4,80,4.5129,2
249,193,0,0,7,188,7.2226,0.75
250,3,244,3,11,104,10.835,3
254,0,223,0,11,101,10.835,2.25
252,5,96,5,25,89,23.481,2
254,121,3,3,16,147,15.352,0.75
255,1,245,1,11,105,10.835,3
253,0,186,0,24,97,22.577,2.25
250,0,25,0,4,78,4.5129,2
251,195,0,0,7,190,7.2226,0.75
250,4,239,4,11,104,10.835,3
252,1,230,1,24,102,22.577,2.25
251,4,95,4,25,88,23.481,2
255,131,16,16,30,155,27.997,0.75
255,0,249,0,12,105,11.739,3
254,0,179,0,5,96,5.4161,2.25
255,0,18,0,18,78,17.158,2
253,196,5,5,7,191,7.2226,0.75
250,3,244,3,12,104,11.739,3
254,0,227,0,12,102,11.739,2.25
254,3,98,3,25,89,23.481,2
255,131,14,14,31,155,28.9,0.75
255,0,243,0,13,104,12.642,3
255,0,197,0,31,99,28.9,2.25
250,0,25,0,4,78,4.5129,2
250,193,2,2,7,188,7.2226,0.75
250,2,249,2,13,104,12.642,3
254,3,228,3,13,104,12.642,2.25
255,1,98,1,25,88,23.481,2
255,129,14,14,29,154,27.094,0.75
255,0,243,0,11,104,10.835,3
255,1,183,1,24,98,22.577,2.25
255,2,20,2,23,80,21.674,2
245,190,0,0,7,185,7.2226,0.75
251,4,245,4,11,105,10.835,3
255,0,224,0,11,102,10.835,2.25
255,0,94,0,27,87,25.287,2
255,123,5,5,16,149,15.352,0.75
255,0,243,0,11,104,10.835,3
253,0,188,0,25,97,23.481,2.25
253,1,22,1,24,79,22.577,2
255,204,10,10,20,197,18.965,0.75
250,2,249,2,11,104,10.835,3
255,0,228,0,11,102,10.835,2.25
255,1,97,1,26,88,24.384,2
255,126,9,9,30,151,27.997,0.75
255,0,243,0,11,104,10.835,3
255,0,189,0,23,98,21.674,2.25
254,0,15,0,18,78,17.158,2
255,208,13,13,21,200,19.868,0.75
251,3,247,3,11,105,10.835,3
254,0,223,0,11,101,10.835,2.25
255,1,95,1,26,88,24.384,2
255,126,8,8,16,151,15.352,0.75
252,3,243,3,11,105,10.835,3
253,0,196,0,24,98,22.577,2.25
254,2,25,2,25,80,23.481,2
252,197,6,6,7,192,7.2226,0.75
251,2,244,2,11,104,10.835,3
254,3,228,3,11,104,10.835,2.25
255,0,99,0,26,88,24.384,2
255,126,14,14,30,152,27.997,0.75
255,0,245,0,25,104,23.481,3
255,2,236,2,25,104,23.481,2.25
252,1,255,1,25,105,23.481,2
252,7,111,7,2,92,2.7065,0.75
254,2,77,2,20,86,18.965,3
240,2,0,0,0,73,0.9,2.25
255,2,20,2,11,80,10.835,2
249,3,4,3,0,77,0.9,0.75
254,2,243,2,12,105,11.739,3
254,0,192,0,24,98,22.577,2.25
253,0,23,0,15,78,14.448,2
255,197,9,9,21,193,19.868,0.75
250,3,244,3,12,104,11.739,3
252,1,230,1,12,102,11.739,2.25
254,3,100,3,22,89,20.771,2
248,114,0,0,16,141,15.352,0.75
254,3,241,3,11,105,10.835,3
253,0,194,0,24,98,22.577,2.25
252,0,21,0,25,78,23.481,2
244,190,0,0,7,184,7.2226,0.75
250,3,244,3,11,104,10.835,3
254,3,232,3,11,104,10.835,2.25
252,4,98,4,2,89,2.7065,2
255,128,9,9,30,152,27.997,0.75
255,0,247,0,11,104,10.835,3
254,0,191,0,23,98,21.674,2.25
251,2,24,2,24,79,22.577,2
247,193,0,0,7,187,7.2226,0.75
251,4,245,4,11,105,10.835,3
253,2,231,2,11,103,10.835,2.25
255,2,98,2,2,89,2.7065,2
253,118,3,3,16,145,15.352,0.75
255,1,249,1,11,105,10.835,3
253,0,189,0,24,97,22.577,2.25
250,1,21,1,23,78,21.674,2
251,192,2,2,7,188,7.2226,0.75
251,4,245,4,11,105,10.835,3
254,3,228,3,24,104,22.577,2.25
255,0,95,0,26,87,24.384,2
252,115,1,1,16,143,15.352,0.75
255,0,243,0,11,104,10.835,3
253,0,185,0,24,97,22.577,2.25
249,2,21,2,25,78,23.481,2
245,191,5,5,7,186,7.2226,0.75
251,2,244,2,11,104,10.835,3
252,2,222,2,11,102,10.835,2.25
255,0,95,0,26,87,24.384,2
255,128,9,9,16,152,15.352,0.75
255,0,243,0,11,104,10.835,3
253,0,187,0,24,97,22.577,2.25
253,0,21,0,23,78,21.674,2
255,203,9,9,20,196,18.965,0.75
251,1,246,1,11,104,10.835,3
255,1,225,1,11,102,10.835,2.25
255,1,97,1,26,88,24.384,2
255,125,10,10,16,151,15.352,0.75
255,0,241,0,11,104,10.835,3
254,0,190,0,24,98,22.577,2.25
253,1,26,1,4,79,4.5129,2
253,200,6,6,20,194,18.965,0.75
250,3,244,3,11,104,10.835,3
252,2,222,2,11,102,10.835,2.25
255,0,95,0,26,87,24.384,2
246,113,0,0,16,140,15.352,0.75
255,1,241,1,11,104,10.835,3
255,0,194,0,24,98,22.577,2.25
253,0,25,0,4,78,4.5129,2
255,203,6,6,20,196,18.965,0.75
251,4,245,4,11,105,10.835,3
255,3,224,3,11,104,10.835,2.25
251,3,97,3,26,88,24.384,2
255,122,7,7,29,149,27.094,0.75
254,2,243,2,11,105,10.835,3
253,0,191,0,23,97,21.674,2.25
251,1,28,1,4,79,4.5129,2
255,196,8,8,7,192,7.2226,0.75
250,3,244,3,11,104,10.835,3
252,2,224,2,11,102,10.835,2.25
255,0,97,0,2,87,2.7065,2
255,127,12,12,29,152,27.094,0.75
255,1,245,1,11,105,10.835,3
253,0,189,0,23,97,21.674,2.25
254,1,29,1,4,80,4.5129,2
255,207,17,17,20,200,18.965,0.75
252,2,247,2,11,105,10.835,3
253,0,228,0,11,102,10.835,2.25
252,4,100,4,25,89,23.481,2
254,120,7,7,16,147,15.352,0.75
255,0,245,0,25,104,23.481,3
255,0,247,0,25,104,23.481,2.25
253,2,255,2,25,106,23.481,2
251,6,109,6,2,91,2.7065,0.75
254,1,82,1,20,86,18.965,3
241,3,0,0,0,74,0.9,2.25
255,2,20,2,31,80,28.9,2
248,2,5,2,11,76,10.835,0.75
255,1,243,1,11,105,10.835,3
254,0,192,0,25,98,23.481,2.25
251,2,24,2,24,79,22.577,2
252,193,3,3,7,189,7.2226,0.75
250,3,244,3,11,104,10.835,3
255,5,225,5,11,105,10.835,2.25
253,2,95,2,26,88,24.384,2
251,116,1,1,16,143,15.352,0.75
254,2,243,2,12,105,11.739,3
253,0,188,0,5,97,5.4161,2.25
253,0,23,0,26,78,24.384,2
251,192,4,4,7,188,7.2226,0.75
250,2,248,2,12,104,11.739,3
255,0,230,0,12,102,11.739,2.25
255,1,97,1,25,88,23.481,2
254,119,4,4,28,146,26.19,0.75
252,3,243,3,11,105,10.835,3
254,0,186,0,24,97,22.577,2.25
253,0,21,0,25,78,23.481,2
253,201,4,4,7,194,7.2226,0.75
251,3,249,3,11,105,10.835,3
255,1,221,1,11,102,10.835,2.25
251,4,95,4,26,88,24.384,2
252,121,5,5,16,147,15.352,0.75
255,2,240,2,11,105,10.835,3
253,0,187,0,23,97,21.674,2.25
253,1,22,1,26,79,24.384,2
255,197,3,3,22,192,20.771,0.75
250,3,244,3,11,104,10.835,3
253,1,226,1,11,102,10.835,2.25
255,0,99,0,24,88,22.577,2
255,132,16,16,29,156,27.094,0.75
255,0,247,0,11,104,10.835,3
255,1,183,1,24,98,22.577,2.25
253,5,19,5,25,81,23.481,2
255,207,14,14,20,199,18.965,0.75
251,3,250,3,11,105,10.835,3
255,2,226,2,11,103,10.835,2.25
255,2,92,2,2,88,2.7065,2
255,123,8,8,16,149,15.352,0.75
255,0,245,0,11,104,10.835,3
253,0,179,0,24,96,22.577,2.25
253,0,25,0,4,78,4.5129,2
255,198,6,6,20,193,18.965,0.75
250,2,248,2,11,104,10.835,3
252,3,221,3,24,102,22.577,2.25
255,0,96,0,26,87,24.384,2
254,125,6,6,29,150,27.094,0.75
255,0,247,0,11,104,10.835,3
255,0,186,0,23,97,21.674,2.25
251,2,22,2,25,79,23.481,2
246,188,0,0,7,184,7.2226,0.75
251,2,244,2,11,104,10.835,3
253,2,229,2,11,103,10.835,2.25
255,1,98,1,24,88,22.577,2
255,119,5,5,16,147,15.352,0.75
255,1,241,1,11,104,10.835,3
252,0,181,0,24,96,22.577,2.25
252,0,27,0,4,78,4.5129,2
255,197,7,7,7,193,7.2226,0.75
251,3,249,3,11,105,10.835,3
252,1,226,1,11,102,10.835,2.25
255,0,99,0,25,88,23.481,2
251,121,7,7,16,147,15.352,0.75
255,1,241,1,12,104,11.739,3
254,0,190,0,24,98,22.577,2.25
252,0,21,0,16,78,15.352,2
255,198,8,8,6,193,6.3194,0.75
250,2,246,2,12,104,11.739,3
255,4,231,4,12,105,11.739,2.25
255,0,97,0,22,87,20.771,2
245,110,0,0,15,138,14.448,0.75
255,1,243,1,12,105,11.739,3
253,0,196,0,24,98,22.577,2.25
253,0,28,0,7,79,7.2226,2
251,192,2,2,6,188,6.3194,0.75
251,3,247,3,12,105,11.739,3
252,1,228,1,12,102,11.739,2.25
252,1,98,1,22,87,20.771,2
255,126,10,10,28,151,26.19,0.75
255,0,249,0,25,105,23.481,3
254,3,238,3,25,105,23.481,2.25
252,1,255,1,25,105,23.481,2
253,6,113,6,2,92,2.7065,0.75
252,0,79,0,20,84,18.965,3
241,3,0,0,0,74,0.9,2.25
255,0,22,0,5,79,5.4161,2
248,2,3,2,0,76,0.9,0.75
255,0,243,0,12,104,11.739,3
255,0,187,0,24,98,22.577,2.25
254,0,24,0,16,79,15.352,2
253,194,2,2,6,190,6.3194,0.75
251,3,250,3,12,105,11.739,3
255,3,227,3,12,104,11.739,2.25
255,0,93,0,23,87,21.674,2
255,122,4,4,15,148,14.448,0.75
255,1,245,1,31,105,28.9,3
253,0,187,0,24,97,22.577,2.25
251,1,28,1,15,79,14.448,2
250,192,0,0,6,187,6.3194,0.75
250,3,244,3,31,104,28.9,3
254,3,230,3,31,104,28.9,2.25
253,2,99,2,22,88,20.771,2
255,128,13,13,27,153,25.287,0.75
254,3,241,3,31,105,28.9,3
253,1,184,1,24,97,22.577,2.25
254,1,30,1,7,80,7.2226,2
248,187,0,0,6,184,6.3194,0.75
251,4,245,4,31,105,28.9,3
255,5,227,5,12,105,11.739,2.25
255,1,98,1,22,88,20.771,2
255,126,11,11,27,151,25.287,0.75
254,3,241,3,12,105,11.739,3
253,0,190,0,24,97,22.577,2.25
253,1,24,1,16,79,15.352,2
247,195,0,0,6,188,6.3194,0.75
250,3,244,3,12,104,11.739,3
252,1,228,1,12,102,11.739,2.25
255,0,94,0,21,87,19.868,2
251,118,0,0,15,144,14.448,0.75
255,1,241,1,25,104,23.481,3
253,0,192,0,22,98,20.771,2.25
253,2,21,2,16,79,15.352,2
251,190,3,3,6,187,6.3194,0.75
250,3,244,3,25,104,23.481,3
254,3,228,3,25,104,23.481,2.25
255,0,99,0,21,88,19.868,2
252,118,3,3,15,145,14.448,0.75
254,2,247,2,12,105,11.739,3
252,0,181,0,24,96,22.577,2.25
252,0,25,0,16,78,15.352,2
255,202,11,11,23,196,21.674,0.75
250,3,244,3,12,104,11.739,3
255,3,223,3,12,103,11.739,2.25
255,0,99,0,22,88,20.771,2
255,126,7,7,15,151,14.448,0.75
255,1,241,1,11,104,10.835,3
249,0,193,0,23,96,21.674,2.25
254,0,28,0,5,79,5.4161,2
255,199,12,12,22,194,20.771,0.75
251,3,247,3,11,105,10.835,3
254,3,232,3,11,104,10.835,2.25
255,0,99,0,20,88,18.965,2
253,116,2,2,30,144,27.997,0.75
255,1,243,1,29,105,27.094,3
252,0,193,0,24,97,22.577,2.25
252,2,27,2,16,80,15.352,2
255,196,6,6,23,192,21.674,0.75
250,2,246,2,29,104,27.094,3
254,3,230,3,12,104,11.739,2.25
255,0,98,0,22,87,20.771,2
255,126,9,9,27,151,25.287,0.75
254,2,243,2,29,105,27.094,3
253,0,183,0,24,96,22.577,2.25
252,0,28,0,16,79,15.352,2
252,193,5,5,6,189,6.3194,0.75
251,1,246,1,29,104,27.094,3
254,3,228,3,12,104,11.739,2.25
255,1,99,1,22,88,20.771,2
247,112,0,0,15,140,14.448,0.75
255,1,245,1,12,105,11.739,3
254,0,192,0,24,98,22.577,2.25
254,2,27,2,16,80,15.352,2
254,193,6,6,6,190,6.3194,0.75
251,3,247,3,12,105,11.739,3
252,1,228,1,12,102,11.739,2.25
255,0,99,0,22,88,20.771,2
255,128,10,10,27,153,25.287,0.75
255,0,249,0,25,105,23.481,3
255,0,244,0,25,104,23.481,2.25
252,1,255,1,25,105,23.481,2
252,7,111,7,20,92,18.965,0.75
254,1,82,1,20,86,18.965,3
244,6,0,0,0,76,0.9,2.25
254,2,17,2,31,79,28.9,2
248,2,3,2,0,76,0.9,0.75
254,2,243,2,12,105,11.739,3
254,1,190,1,24,98,22.577,2.25
252,2,30,2,16,80,15.352,2
255,197,9,9,6,193,6.3194,0.75
250,2,246,2,12,104,11.739,3
253,2,227,2,12,103,11.739,2.25
255,0,99,0,22,88,20.771,2
252,121,5,5,27,147,25.287,0.75
255,1,243,1,29,105,27.094,3
252,0,190,0,24,97,22.577,2.25
253,0,28,0,15,79,14.448,2
250,189,0,0,6,186,6.3194,0.75
252,2,247,2,29,105,27.094,3
254,3,228,3,12,104,11.739,2.25
255,0,98,0,22,87,20.771,2
255,126,9,9,27,151,25.287,0.75
255,1,243,1,12,105,11.739,3
254,0,191,0,24,98,22.577,2.25
251,1,29,1,7,79,7.2226,2
252,194,7,7,6,190,6.3194,0.75
251,4,245,4,12,105,11.739,3
252,2,222,2,24,102,22.577,2.25
255,1,97,1,22,88,20.771,2
249,118,4,4,15,144,14.448,0.75
254,3,238,3,12,105,11.739,3
252,0,193,0,24,97,22.577,2.25
253,0,28,0,16,79,15.352,2
248,187,0,0,6,184,6.3194,0.75
250,2,246,2,12,104,11.739,3
255,3,228,3,12,104,11.739,2.25
255,1,98,1,22,88,20.771,2
246,117,0,0,15,142,14.448,0.75
255,1,241,1,12,104,11.739,3
253,0,188,0,24,97,22.577,2.25
253,0,29,0,7,79,7.2226,2
255,196,6,6,23,192,21.674,0.75
251,2,244,2,12,104,11.739,3
253,0,220,0,24,101,22.577,2.25
253,2,97,2,22,88,20.771,2
255,127,9,9,27,152,25.287,0.75
254,2,243,2,12,105,11.739,3
253,0,194,0,24,98,22.577,2.25
255,1,29,1,16,80,15.352,2
255,195,1,1,6,191,6.3194,0.75
250,3,244,3,12,104,11.739,3
253,1,222,1,24,102,22.577,2.25
255,0,100,0,22,88,20.771,2
255,136,18,18,8,158,8.1258,0.75
255,1,241,1,12,104,11.739,3
254,0,189,0,24,97,22.577,2.25
252,0,21,0,16,78,15.352,2
255,207,15,15,23,199,21.674,0.75
251,2,244,2,12,104,11.739,3
252,2,222,2,12,102,11.739,2.25
255,0,101,0,22,88,20.771,2
255,135,15,15,8,157,8.1258,0.75
254,2,243,2,12,105,11.739,3
252,0,192,0,24,97,22.577,2.25
252,0,28,0,16,79,15.352,2
244,185,0,0,6,182,6.3194,0.75
251,1,246,1,12,104,11.739,3
255,1,222,1,12,102,11.739,2.25
255,1,97,1,22,88,20.771,2
255,139,18,18,8,160,8.1258,0.75
255,1,243,1,12,105,11.739,3
254,0,191,0,24,98,22.577,2.25
251,1,26,1,15,79,14.448,2
249,190,0,0,6,186,6.3194,0.75
250,2,246,2,12,104,11.739,3
253,3,223,3,12,103,11.739,2.25
255,0,96,0,22,87,20.771,2
255,126,8,8,27,151,25.287,0.75
255,1,243,1,31,105,28.9,3
253,0,196,0,23,98,21.674,2.25
251,1,28,1,5,79,5.4161,2
255,200,13,13,21,195,19.868,0.75
252,2,247,2,31,105,28.9,3
253,2,231,2,11,103,10.835,2.25
253,2,99,2,20,88,18.965,2
255,123,5,5,30,149,27.997,0.75
255,0,249,0,25,105,23.481,3
254,3,238,3,25,105,23.481,2.25
252,2,255,2,25,106,23.481,2
250,8,111,8,20,92,18.965,0.75
252,0,73,0,20,84,18.965,3
245,7,0,0,11,77,10.835,2.25
252,0,15,0,17,77,16.255,2
249,5,7,5,11,78,10.835,0.75
255,0,243,0,12,104,11.739,3
252,0,190,0,24,97,22.577,2.25
252,0,21,0,16,78,15.352,2
251,193,5,5,6,189,6.3194,0.75
251,1,246,1,12,104,11.739,3
252,2,222,2,12,102,11.739,2.25
255,0,97,0,22,87,20.771,2
255,121,3,3,15,148,14.448,0.75
255,1,241,1,31,104,28.9,3
253,0,193,0,24,98,22.577,2.25
253,0,20,0,15,78,14.448,2
253,199,3,3,6,193,6.3194,0.75
252,4,241,4,31,105,28.9,3
252,2,222,2,12,102,11.739,2.25
255,0,97,0,22,87,20.771,2
255,128,8,8,27,152,25.287,0.75
254,2,243,2,12,105,11.739,3
255,0,191,0,24,98,22.577,2.25
252,3,25,3,16,80,15.352,2
254,195,7,7,6,191,6.3194,0.75
252,2,247,2,12,105,11.739,3
252,2,222,2,24,102,22.577,2.25
255,0,97,0,22,87,20.771,2
255,128,9,9,27,152,25.287,0.75
254,3,241,3,12,105,11.739,3
253,0,187,0,24,97,22.577,2.25
255,0,23,0,15,79,14.448,2
255,195,6,6,6,191,6.3194,0.75
251,1,246,1,12,104,11.739,3
254,3,228,3,12,104,11.739,2.25
255,0,98,0,21,87,19.868,2
255,128,8,8,29,152,27.094,0.75
255,1,241,1,12,104,11.739,3
253,0,190,0,24,97,22.577,2.25
253,1,26,1,15,79,14.448,2
246,193,1,1,6,187,6.3194,0.75
252,2,250,2,12,105,11.739,3
252,2,222,2,12,102,11.739,2.25
255,0,97,0,22,87,20.771,2
255,127,7,7,27,152,25.287,0.75
255,0,247,0,12,104,11.739,3
250,0,192,0,24,97,22.577,2.25
254,0,28,0,15,79,14.448,2
247,188,0,0,7,184,7.2226,0.75
